sensor_name,stream_temperature,timestamp,flow_quantity,flow_temp,flowTimeIndex_delta,rowid,Property
Bathroom 1st floor - main-Faucet,Cold,08:36.6,0,14.268,0,400141520,FW63
Bathroom 1st floor - main-Faucet,Cold,33:39.7,0,19.347,0,485683166,FW63
Bathroom 1st floor - main-Faucet,Hot,54:18.1,0,16.695,0,427651023,FW63
Bathroom 1st floor - main-Faucet,Hot,09:39.5,0,18.752,0,485683190,FW63
Bathroom 1st floor - main-Faucet,Cold,47:27.4,0,18.177,0,504275095,FW63
Bathroom 1st floor - main-Faucet,Cold,27:41.1,0,18.439,0,483727168,FW63
Bathroom 1st floor - main-Faucet,Hot,14:33.4,0.032,14.073,0.5,587649234,FW63
Bathroom 1st floor - main-Faucet,Hot,34:17.6,0,19.089,0,428488496,FW63
Bathroom 1st floor - main-Faucet,Cold,06:53.8,0.023,18.256,1,464199941,FW63
Bathroom 1st floor - main-Faucet,Hot,18:34.9,0.147,38.061,3.75,402802848,FW63
Bathroom 1st floor - main-Faucet,Hot,34:01.3,0,19.166,0,639002117,FW63
Bathroom 1st floor - main-Faucet,Cold,20:46.9,0,17.254,0,566454944,FW63
Bathroom 1st floor - main-Faucet,Hot,35:00.0,0,12.802,0,545981429,FW63
Bathroom 1st floor - main-Faucet,Hot,30:22.1,0,21.236,0,605272379,FW63
Bathroom 1st floor - main-Faucet,Cold,55:41.2,0,15.37,0,671842692,FW63
Bathroom 1st floor - main-Faucet,Hot,44:49.0,0,24.272,0,563336076,FW63
Bathroom 1st floor - main-Faucet,Cold,35:48.7,0,16.211,0,471870999,FW63
Bathroom 1st floor - main-Faucet,Cold,46:17.1,0,20.501,0,429025472,FW63
Bathroom 1st floor - main-Faucet,Hot,30:52.8,0,14.821,0,557361052,FW63
Bathroom 1st floor - main-Faucet,Hot,31:41.4,0,21.11,0.25,392698772,FW63
Bathroom 1st floor - main-Faucet,Cold,43:53.9,0,17.967,0,464199934,FW63
Bathroom 1st floor - main-Faucet,Hot,18:30.4,0,13.624,0,592522609,FW63
Bathroom 1st floor - main-Faucet,Hot,00:56.2,0,19.037,0,371003834,FW63
Bathroom 1st floor - main-Faucet,Hot,59:30.9,0,17.836,0,499019356,FW63
Bathroom 1st floor - main-Faucet,Hot,59:00.2,0,12.802,0,545981421,FW63
Bathroom 1st floor - main-Faucet,Hot,01:26.1,0,17.493,0,696492800,FW63
Bathroom 1st floor - main-Faucet,Cold,35:24.8,0,18.072,0,508480898,FW63
Bathroom 1st floor - main-Faucet,Cold,10:15.3,0,19.011,0,431708182,FW63
Bathroom 1st floor - main-Faucet,Cold,54:57.6,0,14.128,0,549677715,FW63
Bathroom 1st floor - main-Faucet,Cold,35:25.8,0,20.552,0,506787508,FW63
Bathroom 1st floor - main-Faucet,Cold,10:08.3,0,16.534,0,627457473,FW63
Bathroom 1st floor - main-Faucet,Cold,09:56.5,0,16.157,0,646608606,FW63
Bathroom 1st floor - main-Faucet,Hot,45:01.9,2.372,19.399,38.5,638114881,FW63
Bathroom 1st floor - main-Faucet,Hot,11:21.6,0,16.346,0,512969825,FW63
Bathroom 1st floor - main-Faucet,Hot,47:01.6,0,12.945,0,543396481,FW63
Bathroom 1st floor - main-Faucet,Hot,55:52.9,0,19.811,0,465823961,FW63
Bathroom 1st floor - main-Faucet,Hot,57:29.0,0,16.103,0,691697475,FW63
Bathroom 1st floor - main-Faucet,Cold,31:02.0,0,19.27,0,362575641,FW63
Bathroom 1st floor - main-Faucet,Hot,47:28.3,0,17.307,0,502631080,FW63
Bathroom 1st floor - main-Faucet,Hot,42:30.6,0,13.624,0,591945973,FW63
Bathroom 1st floor - main-Faucet,Cold,09:43.7,0,15.343,0,667421972,FW63
Bathroom 1st floor - main-Faucet,Cold,32:41.4,0.24,19.811,12.75,392698773,FW63
Bathroom 1st floor - main-Faucet,Hot,20:11.3,0,16.427,0,437705717,FW63
Bathroom 1st floor - main-Faucet,Hot,42:15.5,0,15.452,0,616014061,FW63
Bathroom 1st floor - main-Faucet,Cold,11:00.8,0,14.017,0,544855020,FW63
Bathroom 1st floor - main-Faucet,Cold,04:44.5,0,17.44,0,388185304,FW63
Bathroom 1st floor - main-Faucet,Hot,24:52.1,0,17.334,0,377330058,FW63
Bathroom 1st floor - main-Faucet,Cold,33:38.7,0,19.218,0,487339267,FW63
Bathroom 1st floor - main-Faucet,Hot,27:36.7,0,15.588,0,678919902,FW63
Bathroom 1st floor - main-Faucet,Cold,23:50.1,0,15.724,0,469921855,FW63
Bathroom 1st floor - main-Faucet,Hot,11:10.7,0,13.905,0,529262097,FW63
Bathroom 1st floor - main-Faucet,Cold,32:11.9,0,17.678,0,437165330,FW63
Bathroom 1st floor - main-Faucet,Hot,34:34.9,0,12.717,0,585068507,FW63
Bathroom 1st floor - main-Faucet,Cold,11:04.7,0,15.096,0,538599808,FW63
Bathroom 1st floor - main-Faucet,Hot,47:12.5,0,14.628,0,526992379,FW63
Bathroom 1st floor - main-Faucet,Hot,47:24.8,0,17.466,0.25,417872794,FW63
Bathroom 1st floor - main-Faucet,Cold,25:50.1,0.025,20.653,0.75,379714561,FW63
Bathroom 1st floor - main-Faucet,Cold,25:48.9,0,15.425,0,659208920,FW63
Bathroom 1st floor - main-Faucet,Cold,07:51.5,0,17.862,0,467745817,FW63
Bathroom 1st floor - main-Faucet,Hot,58:12.7,0,18.621,0,435784095,FW63
Bathroom 1st floor - main-Faucet,Cold,36:53.6,0,15.588,0,374942667,FW63
Bathroom 1st floor - main-Faucet,Hot,59:57.5,0,15.261,0,645104213,FW63
Bathroom 1st floor - main-Faucet,Hot,40:56.9,0,18.726,0,369963646,FW63
Bathroom 1st floor - main-Faucet,Cold,17:50.9,0,15.968,0,655949032,FW63
Bathroom 1st floor - main-Faucet,Cold,55:56.9,1.533,15.124,56.25,646023684,FW63
Bathroom 1st floor - main-Faucet,Cold,41:54.1,0,17.175,0,650404669,FW63
Bathroom 1st floor - main-Faucet,Cold,55:54.9,0,17.387,0,649509674,FW63
Bathroom 1st floor - main-Faucet,Hot,28:24.4,0,14.684,0,602098173,FW63
Bathroom 1st floor - main-Faucet,Cold,47:25.4,0,18.985,0,507351053,FW63
Bathroom 1st floor - main-Faucet,Hot,02:22.3,0,16.211,0,421339357,FW63
Bathroom 1st floor - main-Faucet,Hot,38:47.3,0,18.256,0,384218329,FW63
Bathroom 1st floor - main-Faucet,Cold,10:37.9,0,19.089,0.25,488439012,FW63
Bathroom 1st floor - main-Faucet,Cold,11:21.6,0,17.493,0,512969824,FW63
Bathroom 1st floor - main-Faucet,Hot,03:33.9,0,15.86,0,683385470,FW63
Bathroom 1st floor - main-Faucet,Hot,34:07.9,0,20.348,0.25,725844082,FW63
Bathroom 1st floor - main-Faucet,Cold,32:46.1,0,12.745,0.25,476000760,FW63
Bathroom 1st floor - main-Faucet,Hot,46:29.7,0,23.261,0,410280881,FW63
Bathroom 1st floor - main-Faucet,Hot,35:06.8,0,20.399,0,727628740,FW63
Bathroom 1st floor - main-Faucet,Hot,30:50.1,0,20.348,0,561076913,FW63
Bathroom 1st floor - main-Faucet,Cold,08:25.3,0,19.115,0,416806822,FW63
Bathroom 1st floor - main-Faucet,Cold,57:43.1,0,15.343,0,668324783,FW63
Bathroom 1st floor - main-Faucet,Cold,48:42.1,0,16.721,0,573903155,FW63
Bathroom 1st floor - main-Faucet,Hot,23:50.1,0.184,18.046,5.5,379714557,FW63
Bathroom 1st floor - main-Faucet,Hot,22:12.9,0,19.399,0,435244765,FW63
Bathroom 1st floor - main-Faucet,Hot,35:15.8,0,14.573,0,521929502,FW63
Bathroom 1st floor - main-Faucet,Hot,40:37.4,0,21.11,0,398785294,FW63
Bathroom 1st floor - main-Faucet,Hot,23:34.8,0,14.932,0,682185041,FW63
Bathroom 1st floor - main-Faucet,Hot,52:24.6,0,14.959,0,601527238,FW63
Bathroom 1st floor - main-Faucet,Hot,58:07.7,0,15.069,0,628523632,FW63
Bathroom 1st floor - main-Faucet,Cold,03:14.0,0.243,16.695,17.75,618345213,FW63
Bathroom 1st floor - main-Faucet,Cold,30:57.4,0,14.268,0,550240147,FW63
Bathroom 1st floor - main-Faucet,Cold,14:47.1,0,18.595,0,384218336,FW63
Bathroom 1st floor - main-Faucet,Hot,11:13.6,0,14.821,0,525579064,FW63
Bathroom 1st floor - main-Faucet,Cold,22:59.4,0,13.961,0,547107916,FW63
Bathroom 1st floor - main-Faucet,Cold,51:34.3,0,16.802,0,682784458,FW63
Bathroom 1st floor - main-Faucet,Cold,21:46.1,0,12.602,0,476000755,FW63
Bathroom 1st floor - main-Faucet,Hot,01:21.2,0,16.641,0,704831748,FW63
Bathroom 1st floor - main-Faucet,Hot,54:11.4,0,15.124,0,622713573,FW63
Bathroom 1st floor - main-Faucet,Hot,45:44.5,0,14.462,0,666257995,FW63
Bathroom 1st floor - main-Faucet,Cold,23:31.1,0,19.063,0,498551066,FW63
Bathroom 1st floor - main-Faucet,Hot,42:18.5,0,15.452,0,427074005,FW63
Bathroom 1st floor - main-Faucet,Hot,16:42.1,0,17.201,0,391643569,FW63
Bathroom 1st floor - main-Faucet,Hot,32:30.1,0,15.561,0,409742658,FW63
Bathroom 1st floor - main-Faucet,Cold,38:27.5,0.098,16.962,5.25,694386368,FW63
Bathroom 1st floor - main-Faucet,Hot,38:27.5,0.232,17.254,5.75,694386369,FW63
Bathroom 1st floor - main-Faucet,Cold,48:41.3,0,22.016,0,483176479,FW63
Bathroom 1st floor - main-Faucet,Hot,28:43.7,0,16.534,0,389240015,FW63
Bathroom 1st floor - main-Faucet,Hot,10:50.3,0.147,14.656,4.75,657125640,FW63
Bathroom 1st floor - main-Faucet,Hot,39:22.6,0,16.319,0,702153492,FW63
Bathroom 1st floor - main-Faucet,Cold,08:50.3,0.069,15.751,2.5,657125634,FW63
Bathroom 1st floor - main-Faucet,Cold,35:06.9,0,15.37,0,535491968,FW63
Bathroom 1st floor - main-Faucet,Cold,42:20.7,0,14.656,0,608147582,FW63
Bathroom 1st floor - main-Faucet,Cold,23:29.2,0,18.752,0,501782196,FW63
Bathroom 1st floor - main-Faucet,Cold,46:33.3,0,17.625,0,404680576,FW63
Bathroom 1st floor - main-Faucet,Cold,05:50.3,0,15.751,0,657125632,FW63
Bathroom 1st floor - main-Faucet,Cold,01:26.7,0.027,15.968,2.5,414889167,FW63
Bathroom 1st floor - main-Faucet,Cold,28:29.7,0,13.905,0,593675527,FW63
Bathroom 1st floor - main-Faucet,Hot,10:29.9,0,27.814,0,409742672,FW63
Bathroom 1st floor - main-Faucet,Cold,06:32.7,0,15.261,0,588788643,FW63
Bathroom 1st floor - main-Faucet,Hot,08:46.3,0,16.935,0,567494381,FW63
Bathroom 1st floor - main-Faucet,Hot,37:27.5,0.369,16.373,7,694386366,FW63
Bathroom 1st floor - main-Faucet,Hot,28:25.4,0,23.137,0,600642193,FW63
Bathroom 1st floor - main-Faucet,Hot,46:13.1,0,20.271,0,435244757,FW63
Bathroom 1st floor - main-Faucet,Cold,52:59.9,0,18.517,0,366011669,FW63
Bathroom 1st floor - main-Faucet,Cold,13:25.7,0,17.281,0,697084001,FW63
Bathroom 1st floor - main-Faucet,Cold,23:23.2,0,17.81,0,510452005,FW63
Bathroom 1st floor - main-Faucet,Hot,30:13.2,0,15.67,0,619826564,FW63
Bathroom 1st floor - main-Faucet,Hot,40:58.3,0,16.721,0,367864875,FW63
Bathroom 1st floor - main-Faucet,Cold,22:37.2,0,14.932,0,581323028,FW63
Bathroom 1st floor - main-Faucet,Hot,58:16.7,0,19.089,0,429576783,FW63
Bathroom 1st floor - main-Faucet,Hot,11:16.6,0,14.545,0,520812961,FW63
Bathroom 1st floor - main-Faucet,Cold,14:48.2,0.215,19.037,9,382870664,FW63
Bathroom 1st floor - main-Faucet,Hot,05:00.5,0,20.271,0,364969342,FW63
Bathroom 1st floor - main-Faucet,Hot,57:37.9,0,25.664,0,488439006,FW63
Bathroom 1st floor - main-Faucet,Hot,07:36.9,0,18.491,0,489839053,FW63
Bathroom 1st floor - main-Faucet,Cold,56:48.7,0,18.959,0,563898859,FW63
Bathroom 1st floor - main-Faucet,Hot,32:32.1,0,17.915,0,406805735,FW63
Bathroom 1st floor - main-Faucet,Hot,06:52.6,0,14.601,0,557361060,FW63
Bathroom 1st floor - main-Faucet,Hot,22:44.8,1.43,32.036,33.75,387660071,FW63
Bathroom 1st floor - main-Faucet,Hot,25:24.3,0,16.453,0,699390727,FW63
Bathroom 1st floor - main-Faucet,Hot,44:04.3,1.035,15.124,31,634339909,FW63
Bathroom 1st floor - main-Faucet,Cold,20:32.5,0,18.203,0,406274871,FW63
Bathroom 1st floor - main-Faucet,Hot,45:29.4,0,16.373,0,691109967,FW63
Bathroom 1st floor - main-Faucet,Cold,20:36.1,0,16.828,0,400675082,FW63
Bathroom 1st floor - main-Faucet,Hot,56:40.3,0,19.115,0,394783623,FW63
Bathroom 1st floor - main-Faucet,Cold,22:08.9,0,16.641,0,626485539,FW63
Bathroom 1st floor - main-Faucet,Cold,02:21.4,0,19.708,0,422974646,FW63
Bathroom 1st floor - main-Faucet,Cold,00:09.1,0,19.451,0,441238544,FW63
Bathroom 1st floor - main-Faucet,Hot,18:04.3,0,16.748,0,448335886,FW63
Bathroom 1st floor - main-Faucet,Hot,10:43.9,0,15.67,0,571130384,FW63
Bathroom 1st floor - main-Faucet,Cold,15:50.6,0.006,15.833,0.75,560509677,FW63
Bathroom 1st floor - main-Faucet,Hot,22:27.1,0,13.399,0,597988956,FW63
Bathroom 1st floor - main-Faucet,Cold,59:34.6,0,16.022,0,682185049,FW63
Bathroom 1st floor - main-Faucet,Cold,58:36.1,0,14.462,0,583347803,FW63
Bathroom 1st floor - main-Faucet,Cold,16:28.6,0,18.177,0,411657324,FW63
Bathroom 1st floor - main-Faucet,Hot,31:35.1,0,17.254,0,492328223,FW63
Bathroom 1st floor - main-Faucet,Hot,54:20.3,0,13.681,0,608467355,FW63
Bathroom 1st floor - main-Faucet,Cold,15:45.8,0,16.265,0,476545489,FW63
Bathroom 1st floor - main-Faucet,Cold,04:23.2,0,15.179,0,603810815,FW63
Bathroom 1st floor - main-Faucet,Cold,30:30.0,0,13.933,0,593099717,FW63
Bathroom 1st floor - main-Faucet,Cold,36:50.7,0,16.373,0,379191695,FW63
Bathroom 1st floor - main-Faucet,Cold,07:35.9,0,18.907,0,491483717,FW63
Bathroom 1st floor - main-Faucet,Cold,26:33.8,0.128,14.739,16.5,683982003,FW63
Bathroom 1st floor - main-Faucet,Cold,54:12.4,0,15.995,0,620987324,FW63
Bathroom 1st floor - main-Faucet,Hot,12:40.3,0,15.914,0,576476429,FW63
Bathroom 1st floor - main-Faucet,Hot,40:44.3,0,19.399,0,388713176,FW63
Bathroom 1st floor - main-Faucet,Cold,23:20.2,0,16.48,0,515190615,FW63
Bathroom 1st floor - main-Faucet,Hot,19:42.4,0.385,38.974,13.25,669495031,FW63
Bathroom 1st floor - main-Faucet,Hot,56:25.7,0,18.203,0,416271340,FW63
Bathroom 1st floor - main-Faucet,Hot,06:49.9,0,18.439,0,561641322,FW63
Bathroom 1st floor - main-Faucet,Hot,50:22.3,0,13.286,0,605272341,FW63
Bathroom 1st floor - main-Faucet,Cold,07:01.5,0,15.343,0,363389421,FW63
Bathroom 1st floor - main-Faucet,Cold,48:41.1,0,17.44,0,575346718,FW63
Bathroom 1st floor - main-Faucet,Hot,36:55.0,0,16.802,0,372852993,FW63
Bathroom 1st floor - main-Faucet,Cold,17:06.7,1.289,21.488,30,727956802,FW63
Bathroom 1st floor - main-Faucet,Hot,39:37.5,0.028,38.926,1,581323003,FW63
Bathroom 1st floor - main-Faucet,Cold,56:55.9,0,14.434,0,552240028,FW63
Bathroom 1st floor - main-Faucet,Hot,41:18.3,0,18.673,0,708771013,FW63
Bathroom 1st floor - main-Faucet,Cold,32:31.1,0,17.254,0,408154297,FW63
Bathroom 1st floor - main-Faucet,Cold,59:28.0,0,18.282,0,503179649,FW63
Bathroom 1st floor - main-Faucet,Cold,53:16.0,0,20.169,0,712651247,FW63
Bathroom 1st floor - main-Faucet,Cold,37:29.5,0.068,18.072,8.25,410819229,FW63
Bathroom 1st floor - main-Faucet,Cold,02:45.5,0,17.994,0,386850339,FW63
Bathroom 1st floor - main-Faucet,Cold,20:40.4,0,19.011,0,394277636,FW63
Bathroom 1st floor - main-Faucet,Hot,51:35.9,0,15.151,0,680088647,FW63
Bathroom 1st floor - main-Faucet,Hot,11:06.7,0,20.399,0,727956799,FW63
Bathroom 1st floor - main-Faucet,Cold,57:45.1,0,15.887,0,665095135,FW63
Bathroom 1st floor - main-Faucet,Hot,13:33.4,0,14.045,0.25,587649232,FW63
Bathroom 1st floor - main-Faucet,Hot,53:06.4,0,20.297,0,727956812,FW63
Bathroom 1st floor - main-Faucet,Hot,26:37.1,0,42.431,0,399080387,FW63
Bathroom 1st floor - main-Faucet,Cold,41:17.3,0,19.218,0,710275139,FW63
Bathroom 1st floor - main-Faucet,Hot,34:43.1,0,15.887,0,572211276,FW63
Bathroom 1st floor - main-Faucet,Cold,23:28.2,0,18.387,0,503179641,FW63
Bathroom 1st floor - main-Faucet,Hot,33:53.3,0,21.488,0,464740874,FW63
Bathroom 1st floor - main-Faucet,Hot,51:01.2,0,25.445,0,363921531,FW63
Bathroom 1st floor - main-Faucet,Cold,23:34.1,0,18.334,0,493971996,FW63
Bathroom 1st floor - main-Faucet,Hot,28:23.4,0,14.101,0,603239208,FW63
Bathroom 1st floor - main-Faucet,Cold,32:30.1,0,16.695,0,409742657,FW63
Bathroom 1st floor - main-Faucet,Hot,11:34.6,0.298,30.967,6.25,493425210,FW63
Bathroom 1st floor - main-Faucet,Hot,12:34.9,0.74,15.534,17.25,402802835,FW63
Bathroom 1st floor - main-Faucet,Cold,00:41.7,0,17.44,0,574471053,FW63
Bathroom 1st floor - main-Faucet,Hot,42:50.3,2.939,28.294,56.25,469375739,FW63
Bathroom 1st floor - main-Faucet,Hot,10:01.1,0,18.413,0,639002125,FW63
Bathroom 1st floor - main-Faucet,Cold,50:46.9,0,18.465,0,384743816,FW63
Bathroom 1st floor - main-Faucet,Cold,50:03.8,0,17.81,0,448879136,FW63
Bathroom 1st floor - main-Faucet,Hot,27:44.1,0,17.068,0,479027444,FW63
Bathroom 1st floor - main-Faucet,Cold,16:05.4,0,15.643,0,632599403,FW63
Bathroom 1st floor - main-Faucet,Cold,37:31.1,0,17.967,0,688173798,FW63
Bathroom 1st floor - main-Faucet,Cold,45:56.6,0,19.115,0,370484004,FW63
Bathroom 1st floor - main-Faucet,Cold,12:55.8,0,18.621,0,371811764,FW63
Bathroom 1st floor - main-Faucet,Cold,19:53.8,0.03,19.011,2,464199948,FW63
Bathroom 1st floor - main-Faucet,Cold,06:31.7,0,15.014,0,590239279,FW63
Bathroom 1st floor - main-Faucet,Cold,38:26.5,0,18.125,0,415424723,FW63
Bathroom 1st floor - main-Faucet,Cold,47:33.3,0,20.144,0,495079348,FW63
Bathroom 1st floor - main-Faucet,Hot,02:02.4,0,16.184,0,451042900,FW63
Bathroom 1st floor - main-Faucet,Hot,20:38.2,1.468,41.303,29.5,487887771,FW63
Bathroom 1st floor - main-Faucet,Hot,38:02.2,0,16.561,0,451583594,FW63
Bathroom 1st floor - main-Faucet,Cold,58:34.6,0.036,16.721,3.5,493425197,FW63
Bathroom 1st floor - main-Faucet,Cold,58:43.3,0,16.882,0,571645343,FW63
Bathroom 1st floor - main-Faucet,Hot,20:45.9,0,18.02,0,567907777,FW63
Bathroom 1st floor - main-Faucet,Cold,33:46.1,0.028,12.973,2.25,476000762,FW63
Bathroom 1st floor - main-Faucet,Cold,45:19.0,0.077,18.569,3.75,707580252,FW63
Bathroom 1st floor - main-Faucet,Hot,18:32.3,0,14.045,0,589358097,FW63
Bathroom 1st floor - main-Faucet,Cold,34:44.1,0,17.281,0,570754911,FW63
Bathroom 1st floor - main-Faucet,Hot,38:26.5,0,18.125,0,415424724,FW63
Bathroom 1st floor - main-Faucet,Cold,51:41.3,0,17.466,0,483176486,FW63
Bathroom 1st floor - main-Faucet,Cold,09:45.7,0,15.724,0,664197508,FW63
Bathroom 1st floor - main-Faucet,Hot,23:12.3,0,14.573,0,527547316,FW63
Bathroom 1st floor - main-Faucet,Hot,54:31.1,0,13.793,0,590807490,FW63
Bathroom 1st floor - main-Faucet,Hot,06:34.6,0,34.53,0,493425203,FW63
Bathroom 1st floor - main-Faucet,Cold,23:01.4,0,13.961,0,543980308,FW63
Bathroom 1st floor - main-Faucet,Cold,54:33.6,0,17.783,0,404153061,FW63
Bathroom 1st floor - main-Faucet,Hot,43:56.9,0,14.821,0,459793653,FW63
Bathroom 1st floor - main-Faucet,Cold,22:47.9,0,16.157,0,660948874,FW63
Bathroom 1st floor - main-Faucet,Cold,29:50.5,0,15.941,0,656538134,FW63
Bathroom 1st floor - main-Faucet,Cold,38:06.9,0,18.125,0,444243965,FW63
Bathroom 1st floor - main-Faucet,Hot,58:25.9,0,14.462,0,599494097,FW63
Bathroom 1st floor - main-Faucet,Hot,10:57.8,0,17.307,0,644518010,FW63
Bathroom 1st floor - main-Faucet,Hot,33:56.7,0,23.656,0,646608589,FW63
Bathroom 1st floor - main-Faucet,Hot,48:39.1,0,15.398,0,578478146,FW63
Bathroom 1st floor - main-Faucet,Cold,47:47.3,0,16.319,0,474067457,FW63
Bathroom 1st floor - main-Faucet,Cold,36:54.0,0,17.281,0,374416311,FW63
Bathroom 1st floor - main-Faucet,Hot,41:52.0,0,15.042,0,653706522,FW63
Bathroom 1st floor - main-Faucet,Cold,59:23.0,0,17.757,0,511003597,FW63
Bathroom 1st floor - main-Faucet,Cold,11:47.5,0,16.238,0,474067449,FW63
Bathroom 1st floor - main-Faucet,Hot,58:14.7,0,17.281,0,432543588,FW63
Bathroom 1st floor - main-Faucet,Cold,28:59.7,0,18.151,0,366011677,FW63
Bathroom 1st floor - main-Faucet,Hot,28:22.4,0,13.568,0,604695072,FW63
Bathroom 1st floor - main-Faucet,Hot,50:02.8,0,15.86,0,450502063,FW63
Bathroom 1st floor - main-Faucet,Hot,46:00.9,0,18.02,0,639579732,FW63
Bathroom 1st floor - main-Faucet,Cold,30:50.8,0,18.699,0,560197688,FW63
Bathroom 1st floor - main-Faucet,Cold,00:51.8,0,18.02,0,377330065,FW63
Bathroom 1st floor - main-Faucet,Cold,09:42.7,0,15.288,0,668908899,FW63
Bathroom 1st floor - main-Faucet,Cold,46:41.4,0.911,20.831,53,483176474,FW63
Bathroom 1st floor - main-Faucet,Hot,22:01.7,0,24.296,0,638453477,FW63
Bathroom 1st floor - main-Faucet,Hot,07:55.1,0,14.849,0,462270075,FW63
Bathroom 1st floor - main-Faucet,Hot,24:51.0,0,15.096,0,378902715,FW63
Bathroom 1st floor - main-Faucet,Cold,24:33.8,0.006,15.343,1,683981998,FW63
Bathroom 1st floor - main-Faucet,Cold,34:28.6,0,14.407,0,595151272,FW63
Bathroom 1st floor - main-Faucet,Cold,29:53.4,0,17.387,0,651568784,FW63
Bathroom 1st floor - main-Faucet,Cold,25:21.3,0,17.836,0,704241867,FW63
Bathroom 1st floor - main-Faucet,Cold,46:37.5,0,13.257,0,581323014,FW63
Bathroom 1st floor - main-Faucet,Cold,22:09.9,0,16.588,0,624764217,FW63
Bathroom 1st floor - main-Faucet,Hot,14:45.1,0,17.042,0,387136927,FW63
Bathroom 1st floor - main-Faucet,Hot,46:27.3,0,12.916,0,597458544,FW63
Bathroom 1st floor - main-Faucet,Cold,59:46.9,0,16.4,0,475155569,FW63
Bathroom 1st floor - main-Faucet,Hot,30:31.9,0,13.961,0,589928468,FW63
Bathroom 1st floor - main-Faucet,Cold,08:02.5,0,20.067,0,636963730,FW63
Bathroom 1st floor - main-Faucet,Hot,59:16.0,0,14.518,0,521929494,FW63
Bathroom 1st floor - main-Faucet,Hot,11:46.3,0,14.684,0,663031733,FW63
Bathroom 1st floor - main-Faucet,Cold,36:41.5,0,17.466,0,574782453,FW63
Bathroom 1st floor - main-Faucet,Hot,32:47.5,0,16.534,0,565330773,FW63
Bathroom 1st floor - main-Faucet,Cold,34:34.9,0,13.961,0,585068506,FW63
Bathroom 1st floor - main-Faucet,Cold,10:43.9,0,17.015,0,571130380,FW63
Bathroom 1st floor - main-Faucet,Cold,17:20.3,0,15.014,0,424371356,FW63
Bathroom 1st floor - main-Faucet,Hot,41:37.5,0.026,38.325,1,581323008,FW63
Bathroom 1st floor - main-Faucet,Hot,32:48.9,0,14.296,0.25,659208926,FW63
Bathroom 1st floor - main-Faucet,Cold,59:48.9,0,16.319,0,471870991,FW63
Bathroom 1st floor - main-Faucet,Hot,35:11.9,0,14.462,0,527963806,FW63
Bathroom 1st floor - main-Faucet,Cold,28:57.3,0,18.855,0,369443509,FW63
Bathroom 1st floor - main-Faucet,Cold,45:39.3,0,19.166,0,486230834,FW63
Bathroom 1st floor - main-Faucet,Cold,04:25.2,0,16.238,0,600642200,FW63
Bathroom 1st floor - main-Faucet,Hot,38:05.9,0,16.614,0,445862594,FW63
Bathroom 1st floor - main-Faucet,Cold,15:43.5,0,17.413,0,480114574,FW63
Bathroom 1st floor - main-Faucet,Cold,30:14.8,0,16.453,0,617178504,FW63
Bathroom 1st floor - main-Faucet,Hot,07:57.1,0,14.821,0,459250873,FW63
Bathroom 1st floor - main-Faucet,Cold,54:33.1,0,15.343,0,588219556,FW63
Bathroom 1st floor - main-Faucet,Cold,55:35.3,0,18.543,0,492328214,FW63
Bathroom 1st floor - main-Faucet,Cold,57:34.7,0.814,17.599,56,493425194,FW63
Bathroom 1st floor - main-Faucet,Cold,20:38.5,0,17.757,0,397195624,FW63
Bathroom 1st floor - main-Faucet,Hot,46:28.2,0,13.059,0,595723964,FW63
Bathroom 1st floor - main-Faucet,Hot,22:36.3,0,13.512,0,582776471,FW63
Bathroom 1st floor - main-Faucet,Hot,07:50.5,0,15.643,0,469375725,FW63
Bathroom 1st floor - main-Faucet,Cold,31:56.3,0,15.914,0,460640879,FW63
Bathroom 1st floor - main-Faucet,Cold,47:09.5,0,15.179,0,531517589,FW63
Bathroom 1st floor - main-Faucet,Cold,38:23.1,0,18.02,0,419750579,FW63
Bathroom 1st floor - main-Faucet,Cold,39:12.6,0,18.413,0.25,436081013,FW63
Bathroom 1st floor - main-Faucet,Hot,16:43.1,0,15.887,0,390291977,FW63
Bathroom 1st floor - main-Faucet,Hot,59:19.0,0,14.849,0,517150763,FW63
Bathroom 1st floor - main-Faucet,Cold,49:25.6,0,15.643,0.25,600068443,FW63
Bathroom 1st floor - main-Faucet,Cold,48:56.6,0,18.804,0,370484011,FW63
Bathroom 1st floor - main-Faucet,Cold,21:28.2,0,16.962,0,692605798,FW63
Bathroom 1st floor - main-Faucet,Cold,22:27.1,0,14.573,0,597988953,FW63
Bathroom 1st floor - main-Faucet,Cold,29:51.5,0,15.914,0,654783395,FW63
Bathroom 1st floor - main-Faucet,Hot,40:42.3,0,17.175,0,391643561,FW63
Bathroom 1st floor - main-Faucet,Cold,22:45.6,0.193,16.962,15,568478955,FW63
Bathroom 1st floor - main-Faucet,Hot,35:49.7,0,16.427,0,470472047,FW63
Bathroom 1st floor - main-Faucet,Cold,54:11.4,0,16.319,0,622713572,FW63
Bathroom 1st floor - main-Faucet,Cold,50:00.9,0,17.941,0,453507984,FW63
Bathroom 1st floor - main-Faucet,Cold,37:37.5,0,12.459,0,581322997,FW63
Bathroom 1st floor - main-Faucet,Cold,17:48.6,0,16.184,0,659793455,FW63
Bathroom 1st floor - main-Faucet,Hot,49:58.9,0,15.833,0,456513487,FW63
Bathroom 1st floor - main-Faucet,Hot,26:29.7,0,15.941,0,593675521,FW63
